source,category,sub_category,product_name,product_link,price,brand,item_weight
noon,Grocery,"creal,oats,Jams&Honey",MoUni VIP - 12 sachets x 16 grams - from Uni Smart Group,https://www.noon.com/egypt-en/mouni-vip-12-sachets-x-16-grams-from-uni-smart-group/Z4BE483981C4D41F0F3CAZ/p/?o=z4be483981c4d41f0f3caz-1,225,Uni Smart Group,12 pieces  |  EGP 18.75/piece
noon,Grocery,"creal,oats,Jams&Honey",Oat Whole Grain 500G,https://www.noon.com/egypt-en/oat-whole-grain-500g/Z6E7776360B944DDBD50EZ/p/?o=z6e7776360b944ddbd50ez-1,57,Haj Arafa,500g  |  EGP 11.40/100g
noon,Grocery,"creal,oats,Jams&Honey",Maxtella Chocolate Hazelnut Spread – 450g Jar – Rich Creamy Chocolate with Premium Hazelnuts,https://www.noon.com/egypt-en/maxtella-chocolate-hazelnut-spread-450g-jar-rich-creamy-chocolate-with-premium-hazelnuts/Z67E4983F4C7BB9BE04B1Z/p/?o=z67e4983f4c7bb9be04b1z-1,94.99,Maxtella,450g  |  EGP 21.11/100g
noon,Grocery,"creal,oats,Jams&Honey",Saegh honey with nuts 250g,https://www.noon.com/egypt-en/saegh-honey-with-nuts-250g/Z5D5E063D2FE1C5D29D54Z/p/?o=z5d5e063d2fe1c5d29d54z-1,137,Saegh,250g  |  EGP 15.54/oz
noon,Grocery,"creal,oats,Jams&Honey",Healthy Spread Chocolate Extra Nuts with Hazelnut Pieces 375 gm,https://www.noon.com/egypt-en/healthy-spread-chocolate-extra-nuts-with-hazelnut-pieces-375-gm/ZED330BB26A58F6584666Z/p/?o=zed330bb26a58f6584666z-1,216,Milkato,375g  |  EGP 57.60/100g
noon,Grocery,"creal,oats,Jams&Honey",Whey Protein Oats 500grams,https://www.noon.com/egypt-en/whey-protein-oats-500grams/N30328302A/p/?o=ca5696aadbd68d2a,105,Kayy,500g  |  EGP 21.00/100g
noon,Grocery,"creal,oats,Jams&Honey",Speculoos Biscuits Spread 380 gm,https://www.noon.com/egypt-en/speculoos-biscuits-spread-380-gm/ZA31487989356E91E27EEZ/p/?o=za31487989356e91e27eez-1,171,Milkato,380g  |  EGP 45.00/100g
noon,Grocery,"creal,oats,Jams&Honey","Chocolate spread from X Spread with natural hazelnut pieces, 350 g.",https://www.noon.com/egypt-en/chocolate-spread-from-x-spread-with-natural-hazelnut-pieces-350-g/ZFF638991D748CB593F57Z/p/?o=zff638991d748cb593f57z-1,90,Mozn,350g  |  EGP 25.71/100g
noon,Grocery,"creal,oats,Jams&Honey",Healthy Spread  Chocolate Original with Hazelnut 375 gm,https://www.noon.com/egypt-en/healthy-spread-chocolate-original-with-hazelnut-375-gm/Z6A8CACC9AD838D13AC9EZ/p/?o=z6a8cacc9ad838d13ac9ez-1,200,Milkato,375g  |  EGP 53.33/100g
noon,Grocery,"creal,oats,Jams&Honey",Crunchy Peanut Butter 320g,https://www.noon.com/egypt-en/crunchy-peanut-butter-320g/ZC61DF738357B6F3296C9Z/p/?o=e69f5c0e785955db,112,Haj Arafa,320g  |  EGP 9.92/oz
noon,Grocery,"creal,oats,Jams&Honey",Beeswax 500 grams - 100% natural from Uni Smart Group,https://www.noon.com/egypt-en/beeswax-500-grams-100-natural-from-uni-smart-group/Z8784CB5DB1AE8F4833DFZ/p/?o=z8784cb5db1ae8f4833dfz-1,145,Uni Smart Group,500g  |  EGP 29.00/100g
noon,Grocery,"creal,oats,Jams&Honey",High Fibre Oats Flakes 500grams,https://www.noon.com/egypt-en/high-fibre-oats-flakes-500grams/N28548504A/p/?o=c159c8ed256d7f8d,133,Sante,500g  |  EGP 26.60/100g
noon,Grocery,"creal,oats,Jams&Honey",Citrus Honey 2.2kg,https://www.noon.com/egypt-en/citrus-honey-2-2kg/ZB63FEB5B966B98E7A90DZ/p/?o=zb63feb5b966b98e7a90dz-1,687,Imtenan,2.2kg  |  EGP 31.23/100g
noon,Grocery,"creal,oats,Jams&Honey",Fruit Rings 250grams,https://www.noon.com/egypt-en/fruit-rings-250grams/N42868104A/p/?o=ab91ea3afe6acaaa,36,Cornexi,250g  |  EGP 14.40/100g
noon,Grocery,"creal,oats,Jams&Honey",Peanut Protein Bar 70 grams,https://www.noon.com/egypt-en/peanut-protein-bar-70-grams/Z3F874EBF1F408CB6907EZ/p/?o=z3f874ebf1f408cb6907ez-1,56,Imtenan,70g  |  EGP 80.00/100g
noon,Grocery,"creal,oats,Jams&Honey",Plain Sesame Halawa 250gm,https://www.noon.com/egypt-en/plain-sesame-halawa-250gm/ZD7FAB2707A43241E364AZ/p/?o=zd7fab2707a43241e364az-1,37,Halwani Bros,250g  |  EGP 14.80/100g
noon,Grocery,"creal,oats,Jams&Honey",Protein Almond Bar 70grams,https://www.noon.com/egypt-en/protein-almond-bar-70grams/N51182038A/p/?o=eebd3aed9483eb0c,94,Abu Auf,70g  |  EGP 134.29/100g
noon,Grocery,"creal,oats,Jams&Honey",Rotus Caramel and Cinnamon Biscuit Sauce - Dessert Topping & Syrup - 350g,https://www.noon.com/egypt-en/rotus-caramel-and-cinnamon-biscuit-sauce-dessert-topping-syrup-350g/Z343D67BF71B0822ADCC2Z/p/?o=z343d67bf71b0822adcc2z-1,99.99,Rotus,350g  |  EGP 28.57/100g
noon,Grocery,"creal,oats,Jams&Honey","Abu Auf Peanut Butter No Added Sugar , 330 gm",https://www.noon.com/egypt-en/abu-auf-peanut-butter-no-added-sugar-330-gm/Z8EBDB4E55C3020B9E4EEZ/p/?o=z8ebdb4e55c3020b9e4eez-1,169.9,Abu Auf,330g  |  EGP 51.48/100g
noon,Grocery,"creal,oats,Jams&Honey",Crunchy Peanut Butter 510grams,https://www.noon.com/egypt-en/crunchy-peanut-butter-510grams/N35958675A/p/?o=bc932758927bd5ac,126,DOBELLA,510g  |  EGP 24.71/100g
noon,Grocery,"creal,oats,Jams&Honey",Luxury Coconut and Almond Chocolate Gift Box - 15 Pieces - 156g,https://www.noon.com/egypt-en/luxury-coconut-and-almond-chocolate-gift-box-15-pieces-156g/ZFBAA6308D770B54DA4EFZ/p/?o=d0ed6fe0c377d65a,690,Ferrero,156g  |  EGP 4.42/100g
noon,Grocery,"creal,oats,Jams&Honey",Egyptian Mountain Sidr Honey 2.2kg,https://www.noon.com/egypt-en/egyptian-mountain-sidr-honey-2-2kg/Z7D8121EA1810BFD73D47Z/p/?o=z7d8121ea1810bfd73d47z-1,1676,Imtenan,2.2kg  |  EGP 76.18/100g
noon,Grocery,"creal,oats,Jams&Honey",Corn Flakes 400 grams,https://www.noon.com/egypt-en/corn-flakes-400-grams/Z055A3289FBCEFF600906Z/p/?o=z055a3289fbceff600906z-1,83,Imtenan,400g  |  EGP 20.75/100g
noon,Grocery,"creal,oats,Jams&Honey",ElHelwa Plain Sesame Halawa 700g,https://www.noon.com/egypt-en/elhelwa-plain-sesame-halawa-700g/ZBE9AB769292239BDC2BBZ/p/?o=zbe9ab769292239bdc2bbz-1,121.25,Halwani Bros,700g  |  EGP 17.32/100g
